date,channel,data_source,campaign_name,spend_usd,impressions,clicks,conversions,ctr_pct,cpc_usd,cpm_usd,video_views
2023-06-13,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,77306,7583,787,9.81,0.0,0.0,0
2023-06-14,Programmatic,StackAdapt,Business-focused zero tolerance architecture,89153.54,194970,21959,2138,11.26,4.06,457.27,39118
2023-06-14,Paid Search,Google Search Ads 360,Integrated dedicated contingency,68739.42,150090,17142,1635,11.42,4.01,457.99,0
2023-06-14,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,25995.97,82214,4459,320,5.42,5.83,316.2,14945
2023-06-14,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,67639,6958,681,10.29,0.0,0.0,0
2023-06-15,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,61017.42,153119,16626,1637,10.86,3.67,398.5,12789
2023-06-15,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,72472.7,167474,15130,1685,9.03,4.79,432.74,0
2023-06-15,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,13027.28,76693,2164,149,2.82,6.02,169.86,12002
2023-06-15,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,70011,4695,460,6.71,0.0,0.0,0
2023-06-16,Programmatic,StackAdapt,Cross-platform static hierarchy,79195.62,227021,20517,2057,9.04,3.86,348.85,30765
2023-06-16,Paid Search,Google Search Ads 360,Networked value-added time-frame,64690.56,140879,16336,1538,11.6,3.96,459.19,0
2023-06-16,Paid Social,Facebook,FB Lead Gen — Mid-Market,24415.24,80716,4076,278,5.05,5.99,302.48,9287
2023-06-16,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,69388,6097,657,8.79,0.0,0.0,0
2023-06-17,Programmatic,StackAdapt,Cross-platform static hierarchy,68673.26,169088,17791,1416,10.52,3.86,406.14,20335
2023-06-17,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,64829.52,161538,16248,1768,10.06,3.99,401.33,0
2023-06-17,Paid Social,Facebook,Facebook B2B Decision Makers,20811.42,102061,3486,197,3.42,5.97,203.91,12247
2023-06-17,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,68144,6297,586,9.24,0.0,0.0,0
2023-06-18,Programmatic,StackAdapt,Business-focused zero tolerance architecture,67396.0,148669,16849,1616,11.33,4.0,453.33,25053
2023-06-18,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,43541.6,114761,11768,1328,10.26,3.7,379.41,0
2023-06-18,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,11831.49,63401,1881,119,2.97,6.29,186.61,5671
2023-06-18,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,52578,3794,424,7.22,0.0,0.0,0
2023-06-19,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,61196.45,153963,16495,1610,10.71,3.71,397.48,19786
2023-06-19,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,52387.94,127983,12533,1199,9.79,4.18,409.34,0
2023-06-19,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,12170.07,64582,1941,132,3.01,6.27,188.44,10624
2023-06-19,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,44347,3016,335,6.8,0.0,0.0,0
2023-06-20,Programmatic,StackAdapt,Business-focused zero tolerance architecture,58744.09,143707,14797,1411,10.3,3.97,408.78,16876
2023-06-20,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,60646.82,115351,13721,1333,11.9,4.42,525.76,0
2023-06-20,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,17489.92,82632,3416,209,4.14,5.12,211.66,13524
2023-06-20,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,65625,6750,583,10.29,0.0,0.0,0
2023-06-21,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,71037.26,191707,20531,2105,10.71,3.46,370.55,31106
2023-06-21,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,58079.02,146540,16178,1651,11.04,3.59,396.34,0
2023-06-21,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,13496.56,74734,2156,138,2.89,6.26,180.59,10153
2023-06-21,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,61625,4470,460,7.25,0.0,0.0,0
2023-06-22,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,51359.18,180385,15377,1386,8.52,3.34,284.72,33330
2023-06-22,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,88468.76,208440,21473,2091,10.3,4.12,424.43,0
2023-06-22,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,12005.9,103879,2110,140,2.03,5.69,115.58,17584
2023-06-22,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,64137,6000,515,9.36,0.0,0.0,0
2023-06-23,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,71670.69,190550,20419,1604,10.72,3.51,376.13,20963
2023-06-23,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,50663.2,125313,12208,1113,9.74,4.15,404.29,0
2023-06-23,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,15949.96,80429,3316,226,4.12,4.81,198.31,17148
2023-06-23,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,62656,6090,654,9.72,0.0,0.0,0
2023-06-24,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,80021.04,215509,19613,1867,9.1,4.08,371.31,39504
2023-06-24,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,77491.59,177981,16383,1653,9.21,4.73,435.39,0
2023-06-24,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,19953.12,97295,3779,228,3.88,5.28,205.08,19979
2023-06-24,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,75286,7264,702,9.65,0.0,0.0,0
2023-06-25,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,68628.27,173310,18399,1655,10.62,3.73,395.99,29619
2023-06-25,Paid Search,Google Search Ads 360,Networked value-added time-frame,68307.78,188612,17337,1997,9.19,3.94,362.16,0
2023-06-25,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,9559.0,83725,1738,106,2.08,5.5,114.17,7356
2023-06-25,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,64006,6534,564,10.21,0.0,0.0,0
2023-06-26,Programmatic,StackAdapt,Centralized modular throughput,69192.31,193891,20291,1732,10.47,3.41,356.86,19866
2023-06-26,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,62094.24,138833,13268,1461,9.56,4.68,447.26,0
2023-06-26,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,22793.9,100638,4426,254,4.4,5.15,226.49,12416
2023-06-26,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,60346,5165,511,8.56,0.0,0.0,0
2023-06-27,Programmatic,StackAdapt,Cross-platform static hierarchy,64977.0,165220,18150,1814,10.99,3.58,393.28,34354
2023-06-27,Paid Search,Google Search Ads 360,Profound intangible policy,72571.98,172723,17238,1730,9.98,4.21,420.16,0
2023-06-27,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,24732.68,91754,4649,266,5.07,5.32,269.55,14448
2023-06-27,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,58567,4261,462,7.28,0.0,0.0,0
2023-06-28,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,91754.27,222091,24599,2431,11.08,3.73,413.14,36750
2023-06-28,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,68939.88,140889,15527,1473,11.02,4.44,489.32,0
2023-06-28,Paid Social,Facebook,Facebook B2B Decision Makers,8751.6,77549,1870,109,2.41,4.68,112.85,14007
2023-06-28,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,71278,6101,537,8.56,0.0,0.0,0
2023-06-29,Programmatic,StackAdapt,Centralized modular throughput,40365.0,127822,11500,1182,9.0,3.51,315.79,16565
2023-06-29,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,46594.24,111066,10736,1133,9.67,4.34,419.52,0
2023-06-29,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,7038.46,63174,1391,87,2.2,5.06,111.41,6995
2023-06-29,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,62458,5599,558,8.97,0.0,0.0,0
2023-06-30,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,71020.69,174100,17623,1716,10.12,4.03,407.93,18112
2023-06-30,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,66795.45,149334,15285,1783,10.24,4.37,447.29,0
2023-06-30,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,9442.93,80677,1939,130,2.4,4.87,117.05,10262
2023-06-30,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,51197,4745,424,9.27,0.0,0.0,0
2023-07-01,Programmatic,StackAdapt,Cross-platform static hierarchy,123828.67,366261,33377,3077,9.11,3.71,338.09,30230
2023-07-01,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,115996.56,294369,27102,2823,9.21,4.28,394.05,0
2023-07-01,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,30560.04,147759,6516,392,4.41,4.69,206.82,26786
2023-07-01,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,106907,10524,1130,9.84,0.0,0.0,0
2023-07-02,Programmatic,StackAdapt,Automated uniform software,123169.42,346640,32933,3294,9.5,3.74,355.32,36633
2023-07-02,Paid Search,Google Search Ads 360,Integrated dedicated contingency,141860.18,331861,38654,4017,11.65,3.67,427.47,0
2023-07-02,Paid Social,Facebook,FB Lead Gen — Mid-Market,35686.23,148032,7123,518,4.81,5.01,241.07,13230
2023-07-02,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,133785,10779,1069,8.06,0.0,0.0,0
2023-07-03,Programmatic,StackAdapt,Centralized modular throughput,113035.44,295684,30884,2478,10.44,3.66,382.28,56929
2023-07-03,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,138128.21,290151,34793,3717,11.99,3.97,476.06,0
2023-07-03,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,21818.45,141179,4555,284,3.23,4.79,154.54,18598
2023-07-03,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,117527,11036,1132,9.39,0.0,0.0,0
2023-07-04,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,94231.62,272359,24929,2404,9.15,3.78,345.98,21991
2023-07-04,Paid Search,Google Search Ads 360,Integrated dedicated contingency,130932.8,316936,35872,3821,11.32,3.65,413.12,0
2023-07-04,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,39906.72,166743,6741,475,4.04,5.92,239.33,32084
2023-07-04,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,113824,8037,828,7.06,0.0,0.0,0
2023-07-05,Programmatic,StackAdapt,Automated uniform software,139727.25,364910,32877,2747,9.01,4.25,382.91,67507
2023-07-05,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,159642.35,322497,36365,3929,11.28,4.39,495.02,0
2023-07-05,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,33908.54,170868,6878,464,4.03,4.93,198.45,25006
2023-07-05,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,120489,9137,815,7.58,0.0,0.0,0
2023-07-06,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,108485.16,278480,25466,2290,9.14,4.26,389.56,42047
2023-07-06,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,84681.45,226519,20909,2324,9.23,4.05,373.84,0
2023-07-06,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,34365.44,155812,6712,475,4.31,5.12,220.56,27567
2023-07-06,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,93761,9616,980,10.26,0.0,0.0,0
2023-07-07,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,89241.12,282658,25644,2497,9.07,3.48,315.72,46170
2023-07-07,Paid Search,Google Search Ads 360,Profound intangible policy,117485.55,235042,25821,2967,10.99,4.55,499.85,0
2023-07-07,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,23669.8,152823,4060,231,2.66,5.83,154.88,20106
2023-07-07,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,100979,6689,608,6.62,0.0,0.0,0
2023-07-08,Programmatic,StackAdapt,Automated uniform software,100951.44,334474,30872,2889,9.23,3.27,301.82,57983
2023-07-08,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,104662.06,224888,26297,3082,11.69,3.98,465.4,0
2023-07-08,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,49877.19,149779,8217,586,5.49,6.07,333.01,17203
2023-07-08,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,99778,6753,581,6.77,0.0,0.0,0
2023-07-09,Programmatic,StackAdapt,Business-focused zero tolerance architecture,151517.9,334961,35990,3615,10.74,4.21,452.34,73580
2023-07-09,Paid Search,Google Search Ads 360,Integrated dedicated contingency,91489.44,268920,24528,2506,9.12,3.73,340.21,0
2023-07-09,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,23674.2,129406,4220,297,3.26,5.61,182.95,16019
2023-07-09,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,127380,9461,792,7.43,0.0,0.0,0
2023-07-10,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,162326.12,360012,38834,3078,10.79,4.18,450.89,60026
2023-07-10,Paid Search,Google Search Ads 360,Profound intangible policy,137368.32,293110,31872,3712,10.87,4.31,468.66,0
2023-07-10,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,46467.0,157395,8605,602,5.47,5.4,295.23,28179
2023-07-10,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,109278,8103,817,7.42,0.0,0.0,0
2023-07-11,Programmatic,StackAdapt,Centralized modular throughput,137415.47,415737,39601,3673,9.53,3.47,330.53,91207
2023-07-11,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,172555.41,352595,38603,4423,10.95,4.47,489.39,0
2023-07-11,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,20705.04,163578,3576,229,2.19,5.79,126.58,28602
2023-07-11,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,112273,11526,1016,10.27,0.0,0.0,0
2023-07-12,Programmatic,StackAdapt,Centralized modular throughput,130764.06,348766,36939,3549,10.59,3.54,374.93,35528
2023-07-12,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,137109.32,284704,30742,2917,10.8,4.46,481.59,0
2023-07-12,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,30424.64,141429,6134,439,4.34,4.96,215.12,11693
2023-07-12,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,120066,10732,1114,8.94,0.0,0.0,0
2023-07-13,Programmatic,StackAdapt,Centralized modular throughput,168480.66,390540,44454,4133,11.38,3.79,431.4,53216
2023-07-13,Paid Search,Google Search Ads 360,Integrated dedicated contingency,126773.46,250077,26802,2625,10.72,4.73,506.94,0
2023-07-13,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,31025.68,159972,6518,405,4.07,4.76,193.94,13508
2023-07-13,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,112554,7696,778,6.84,0.0,0.0,0
2023-07-14,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,178752.39,405257,42459,3567,10.48,4.21,441.08,82693
2023-07-14,Paid Search,Google Search Ads 360,Integrated dedicated contingency,132137.58,257323,28851,2835,11.21,4.58,513.51,0
2023-07-14,Paid Social,Facebook,FB Lead Gen — Mid-Market,22463.7,187256,3941,286,2.11,5.7,119.96,40498
2023-07-14,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,115503,11422,972,9.89,0.0,0.0,0
2023-07-15,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,123849.6,258079,29488,2970,11.43,4.2,479.89,54535
2023-07-15,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,84610.56,216948,22034,2015,10.16,3.84,390.0,0
2023-07-15,Paid Social,Facebook,FB Lead Gen — Mid-Market,21804.2,123711,4505,272,3.64,4.84,176.25,12797
2023-07-15,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,89366,9287,980,10.39,0.0,0.0,0
2023-07-16,Programmatic,StackAdapt,Business-focused zero tolerance architecture,117302.4,349057,32584,3265,9.34,3.6,336.06,42554
2023-07-16,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,100463.82,266173,24991,2432,9.39,4.02,377.44,0
2023-07-16,Paid Social,Facebook,Facebook B2B Decision Makers,22669.72,170032,3772,223,2.22,6.01,133.33,17099
2023-07-16,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,111721,11125,977,9.96,0.0,0.0,0
2023-07-17,Programmatic,StackAdapt,Business-focused zero tolerance architecture,114050.3,292138,27482,2576,9.41,4.15,390.4,28980
2023-07-17,Paid Search,Google Search Ads 360,Networked value-added time-frame,115945.48,252871,26593,2494,10.52,4.36,458.52,0
2023-07-17,Paid Social,Facebook,Facebook B2B Decision Makers,23919.15,118818,4405,250,3.71,5.43,201.31,14603
2023-07-17,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,110621,7442,711,6.73,0.0,0.0,0
2023-07-18,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,147368.28,349898,35769,3455,10.22,4.12,421.17,70227
2023-07-18,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,126664.78,247590,26279,3040,10.61,4.82,511.59,0
2023-07-18,Paid Social,Facebook,Facebook B2B Decision Makers,29816.68,164898,5441,321,3.3,5.48,180.82,30313
2023-07-18,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,106684,8996,971,8.43,0.0,0.0,0
2023-07-19,Programmatic,StackAdapt,Business-focused zero tolerance architecture,130938.75,359214,34917,3046,9.72,3.75,364.51,67080
2023-07-19,Paid Search,Google Search Ads 360,Networked value-added time-frame,80874.81,222536,21339,2544,9.59,3.79,363.42,0
2023-07-19,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,33137.02,143345,5773,374,4.03,5.74,231.17,16079
2023-07-19,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,106878,8538,877,7.99,0.0,0.0,0
2023-07-20,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,96629.16,306621,27767,2384,9.06,3.48,315.14,32378
2023-07-20,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,132601.57,280845,27683,3279,9.86,4.79,472.15,0
2023-07-20,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,20413.92,136296,3408,213,2.5,5.99,149.78,17914
2023-07-20,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,82970,7240,782,8.73,0.0,0.0,0
2023-07-21,Programmatic,StackAdapt,Cross-platform static hierarchy,109968.0,300433,31600,2663,10.52,3.48,366.03,60798
2023-07-21,Paid Search,Google Search Ads 360,Profound intangible policy,118379.83,258941,25349,2262,9.79,4.67,457.17,0
2023-07-21,Paid Social,Facebook,FB Lead Gen — Mid-Market,35456.56,171431,7192,502,4.2,4.93,206.83,24714
2023-07-21,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,108252,7442,726,6.88,0.0,0.0,0
2023-07-22,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,94857.0,289111,27102,2274,9.37,3.5,328.1,59898
2023-07-22,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,113961.84,291473,30309,3431,10.4,3.76,390.99,0
2023-07-22,Paid Social,Facebook,Facebook B2B Decision Makers,34696.8,156661,5490,367,3.5,6.32,221.48,29408
2023-07-22,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,113273,11112,981,9.81,0.0,0.0,0
2023-07-23,Programmatic,StackAdapt,Automated uniform software,95746.59,255886,24363,2248,9.52,3.93,374.18,53092
2023-07-23,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,92058.61,242781,25501,2316,10.5,3.61,379.18,0
2023-07-23,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,22971.0,131614,4650,333,3.53,4.94,174.53,10989
2023-07-23,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,94759,7059,598,7.45,0.0,0.0,0
2023-07-24,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,101750.95,287321,29665,2549,10.32,3.43,354.14,38261
2023-07-24,Paid Search,Google Search Ads 360,Integrated dedicated contingency,120572.25,317656,32325,3649,10.18,3.73,379.57,0
2023-07-24,Paid Social,Facebook,Facebook B2B Decision Makers,26613.84,167682,4744,324,2.83,5.61,158.72,35226
2023-07-24,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,108279,7324,614,6.76,0.0,0.0,0
2023-07-25,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,137541.9,350972,37995,3217,10.83,3.62,391.89,29556
2023-07-25,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,147225.0,343072,37750,4478,11.0,3.9,429.14,0
2023-07-25,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,42842.06,161346,7058,433,4.37,6.07,265.53,34302
2023-07-25,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,133677,12640,1156,9.46,0.0,0.0,0
2023-07-26,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,125934.88,365413,31172,3053,8.53,4.04,344.64,61088
2023-07-26,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,112037.76,307259,30528,3051,9.94,3.67,364.64,0
2023-07-26,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,23595.0,133876,3900,241,2.91,6.05,176.25,28243
2023-07-26,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,89841,7178,793,7.99,0.0,0.0,0
2023-07-27,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,74800.0,244764,22000,2081,8.99,3.4,305.6,52754
2023-07-27,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,104224.64,238514,25054,2430,10.5,4.16,436.97,0
2023-07-27,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,36065.78,138395,6406,448,4.63,5.63,260.6,28593
2023-07-27,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,109860,10467,889,9.53,0.0,0.0,0
2023-07-28,Programmatic,StackAdapt,Cross-platform static hierarchy,98829.27,255312,26783,2398,10.49,3.69,387.09,52043
2023-07-28,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,144988.2,278452,32655,3237,11.73,4.44,520.69,0
2023-07-28,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,16280.68,116507,3107,182,2.67,5.24,139.74,16333
2023-07-28,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,108895,7600,797,6.98,0.0,0.0,0
2023-07-29,Programmatic,StackAdapt,Automated uniform software,116494.54,298590,29794,2576,9.98,3.91,390.15,42023
2023-07-29,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,103657.68,235389,22008,2343,9.35,4.71,440.37,0
2023-07-29,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,38545.47,135955,6207,422,4.57,6.21,283.52,26502
2023-07-29,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,111652,10191,1118,9.13,0.0,0.0,0
2023-07-30,Programmatic,StackAdapt,Automated uniform software,104141.7,294819,25155,2540,8.53,4.14,353.24,27896
2023-07-30,Paid Search,Google Search Ads 360,Profound intangible policy,136002.75,272086,28275,2629,10.39,4.81,499.85,0
2023-07-30,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,16415.43,124718,2787,186,2.24,5.89,131.62,10543
2023-07-30,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,112291,9689,836,8.63,0.0,0.0,0
2023-07-31,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,120527.68,308590,28973,3016,9.39,4.16,390.58,67179
2023-07-31,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,108061.48,226284,26948,2771,11.91,4.01,477.55,0
2023-07-31,Paid Social,Facebook,Facebook B2B Decision Makers,12988.56,109505,2392,164,2.18,5.43,118.61,12233
2023-07-31,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,104705,7864,788,7.51,0.0,0.0,0
2023-08-01,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,78930.72,198360,21744,1986,10.96,3.63,397.92,25937
2023-08-01,Paid Search,Google Search Ads 360,Networked value-added time-frame,60352.0,164256,16400,1571,9.98,3.68,367.43,0
2023-08-01,Paid Social,Facebook,FB Lead Gen — Mid-Market,14308.56,77017,2839,203,3.69,5.04,185.78,10269
2023-08-01,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,65765,6441,609,9.79,0.0,0.0,0
2023-08-02,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,81231.15,167609,18935,1542,11.3,4.29,484.65,29455
2023-08-02,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,56985.36,153518,13967,1455,9.1,4.08,371.2,0
2023-08-02,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,16816.8,69898,3003,222,4.3,5.6,240.59,12586
2023-08-02,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,50173,4099,355,8.17,0.0,0.0,0
2023-08-03,Programmatic,StackAdapt,Cross-platform static hierarchy,85718.82,225212,23614,1896,10.49,3.63,380.61,35379
2023-08-03,Paid Search,Google Search Ads 360,Integrated dedicated contingency,76609.68,153489,17652,2028,11.5,4.34,499.12,0
2023-08-03,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,12303.14,80847,2339,134,2.89,5.26,152.18,11144
2023-08-03,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,68360,6243,532,9.13,0.0,0.0,0
2023-08-04,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,45680.56,155256,13927,1407,8.97,3.28,294.23,21531
2023-08-04,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,57757.18,128575,14963,1598,11.64,3.86,449.21,0
2023-08-04,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,18189.36,79144,3609,266,4.56,5.04,229.83,16150
2023-08-04,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,69602,7075,721,10.17,0.0,0.0,0
2023-08-05,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,79696.0,185219,19924,1850,10.76,4.0,430.28,25927
2023-08-05,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,92991.36,175433,20128,1889,11.47,4.62,530.07,0
2023-08-05,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,22853.6,87015,4312,274,4.96,5.3,262.64,18108
2023-08-05,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,57833,5712,557,9.88,0.0,0.0,0
2023-08-06,Programmatic,StackAdapt,Centralized modular throughput,57202.11,171184,17493,1524,10.22,3.27,334.16,20213
2023-08-06,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,60223.79,123986,14797,1770,11.94,4.07,485.73,0
2023-08-06,Paid Social,Facebook,FB Lead Gen — Mid-Market,17316.0,89921,2886,197,3.21,6.0,192.57,19112
2023-08-06,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,59329,5715,520,9.63,0.0,0.0,0
